Eng,Ja
desire, 欲しがる
living, 生きている
table, テーブル
sign, 記号
lift, 持ち上げる
middle, 中位
plate, 平皿
violent, 暴力的
smoke, 煙を出す
seed, たね
place, 場所
ill, 不完全な
shelf, 棚
dress, 衣服
steel, 鋼鉄
base, 基礎づける
come, 訪れる
store, 商店
process, 過程
trade, 交換
minute, 分
brown, 茶色い
talk, 話す
bite, かみつく
rule, ルール
mark, 目印
first, 最初に
poor, 貧乏な
any, なんらか
start, 開始
touch, タッチ
amusement, 楽しみ
full, いっぱいの
property, 所有物
wrong, 不正確な
key, 鍵
dirty, 汚れた
authority, 権威
under, ～の下に
seat, 着席させる
hour, 時間
earth, 地球
blood, 血液
clean, きれいな
nail, つめ
fowl, 家禽
work, 労働
give, あたえる
may, してもいい
through, から
narrow, せまい
mass, 大きな塊
thin, 痩せた
debt, 負債
cushion, クッション
trick, いたずら
reward, 報いる
competition, 競争
crush, 壊れる
grass, 芝生
land, 土地
station, 駅
bulb, 球状のもの
boiling, 煮えた
almost, ほぼ
shirt, シャツ
industry, 産業
substance, 物質
stitch, ぬい合わせる
possible, ありうる
decision, 判断
root, 根っこ
fear, 恐怖
say, 言う
mixed, まざった
bell, ベル
separate, 分かれた
around, 周りに
past, 通り越して
circle, 一回り
discussion, 話し合い
parallel, 平行な
cow, 牛
collar, エリ
hammer, ハンマー
impulse, 衝動
money, 硬貨
black, 黒い
strange, 奇妙な
blue, 青い
social, 社会
foot, 足
sister, 姉妹
cruel, 無情な
power, 力
let, させる
snow, 雪が降る
brush, ブラシ
false, 間違った
open, 開いた
fiction, 作り話
drop, しずく
other, ほかの
burst, 爆発
head, アタマ
silver, 銀
late, 遅れた
also, もまた
limit, 制約
copper, 銅
print, 印刷
far, はるかに
kick, 蹴り
early, 早い
sky, 空
able, 可能な
rest, 休む
nerve, 神経
brick, ブロック
reaction, 反応
poison, 毒
opposite, 向かい合わせの
angle, 角度
support, 支える
harmony, 調和
detail, 詳しく述べる
foolish, おろかな
engine, エンジン
weight, 重さ
wash, 洗う
sugar, さとう
pen, ペン
relation, 結付き
amount, 量
special, 特別の
cat, ネコ
healthy, 健康な
cry, めそめそする
goat, 山羊
fish, 魚
division, 分割
noise, 騒ぐ
sea, 海
wing, つばさ
side, 片面
well, よく
get, 受け取る
run, 走る
wood, 樹木
addition, 付け足し
belief, 印象
receipt, 受取り
cook, 炊事する
up, 上方へ
advertisement, アド
medical, 医療
tendency, 傾向
body, 本体
journey, 旅行
tight, 窮屈な
learning, 修得
house, 家
financial, 財務上の
year, 年
vessel, 容器
transport, 運輸
market, 市場
over, 上の方に
hard, 必死に
nation, 国家
small, 小さい
horn, 角
accordingto, ～によれば
wet, ぬれた
acid, すっぱい
ticket, チケット
hat, 帽子
group, 集まり
rain, 雨が降る
kettle, 湯わかし
leaf, 葉っぱ
hole, 穴
name, 名前
use, 使う
person, 個人
solid, 固体の
stem, 茎
chin, アゴ
woman, 女性
quality, 品質
tooth, 歯
wound, 負傷
book, 本
feeling, 感じ
floor, 床
flag, 旗
son, 息子
cover, おおう
though, だが
shock, ショック
room, 部屋
net, ネット
flame, 火炎
international, 国際的な
quick, 素早い
knot, 結ぶ
every, あらゆる
attack, 攻める
control, 制御する
sand, 砂
way, 道
stick, ステッキ
heart, こころ
edge, 刃
chain, くさり
economic, 経済
bed, ベッド
slope, 傾ける
memory, 記憶
rice, おコメ
part, ある程度
skirt, スカート
rough, 荒い
roof, 屋根
fall, 落ちる
sneeze, くしゃみをする
finger, 指
thumb, おやゆび
general, 世間一般の
quiet, 静かな
protest, 断言する
across, 横切った
ring, 鳴り響く
measure, 計測する
put, 置く
loud, うるさい
observation, 観測
throat, のど
theory, 理論
move, 動く
disease, 不快な状態
bad, ひどい
tongue, 舌
day, 昼間
bridge, 橋
existence, 存在
out, 外に
machine, 機械
garden, 庭いじりをする
president, 大統領
step, 段
insect, 虫
cord, ひも
stretch, 伸張
strong, 力強い
driving, 運転
screw, ねじる
twist, ひねる
umbrella, かさ
brother, 兄
flight, 飛行
month, 月
number, 数
breath, 呼吸
short, 短い
world, 世界
shade, 影
light, 明るい
conscious, 気づいて
bit, かけら
range, 範囲
make, 作る
spring, 春
instrument, 器具
elastic, 弾力のある
farm, 農場
roll, 転がる
sweet, 優しい
grain, 穀物
sex, 性別
sock, ぶん殴る
doubt, 怪しむ
distance, 引き離す
bitter, 苦い
damage, そこなう
sense, 感覚
map, 地図
see, 見る
language, 言語
teaching, 教え
young, 若い
wave, 波
round, まるい
tail, 尻尾
soft, 柔らかな
wise, かしこい才
long, 長い
silk, 絹糸
how, 方法
natural, 自然な
discovery, 発見
where, 場所
boat, 小船
rub, こする
before, 先に
bottle, ビン
rhythm, リズム
very, とても
end, 終える
hate, うらむ
help, 助ける
disgust, 吐き気を催させる
frequent, よくある
dear, 親愛な
take, 取る
of, ～の
fact, 事実
no, いいえ
as, 同じように
sharp, するどい
act, 行動する
tree, 木
library, ライブラリ
steam, 蒸す
here, ここに
committee, コミッティ
pin, ピン
family, 家族
slow, 遅い
flat, フラット
all, すべて
frame, 骨組み
laugh, 笑う
important, 重要な
rate, 割合
train, 列車
story, 物語
selection, 選択
growth, 成長
window, ウィンドウ
crack, ひびわれる
cheap, 安上がりな
west, 西
snake, ヘビ
increase, 増やす
automatic, 自動的な
arch, カーブ
law, 法律
system, システム
information, 情報
together, 同時に
danger, リスク
and, ～と
profit, 得する
food, 食べ物
balance, バランスをとる
muscle, 筋肉
condition, 条件
angry, 怒った
spoon, スプーン
when, 時期
thunder, 雷
color, 色合い
there, そこに
smell, においがする
office, オフィス
cloud, 雲
mind, 気持ち
drain, 排水路
sudden, 急激
art, 芸術
operation, 運転
be, ある
line, 線
attraction, 魅力
bright, 明々と
deep, 深い
account, 説明
happy, しあわせな
unit, 単一体
fire, 焼く
skin, ひふ
join, 交わる
dog, 犬
animal, 動物
reason, 推論
paste, 貼りつける
bucket, バケツ
pull, 引っぱる
hearing, 聞くこと
complex, 複雑な
tomorrow, あす
approval, 賛成
in, 中に
mist, 霧
trousers, ズボン
present, 現在の
powder, 粉
rat, ネズミ
pump, 注入する
little, わずか
whip, むち打ち
bent, まがった
sad, 残念な
to, ～へ
error, 間違い
east, 東
meal, 食事
card, カード
representative, 代表する
verse, 詩節
south, 南
secret, 秘密の
cup, コップ
arm, 武装
after, ～の後に
material, 実質的
waiting, 待ち時間
development, 発展
baby, ベビー
request, 要求
complete, 完全な
red, 赤い
walk, 歩く
fat, 太った
responsible, 責任がある
ornament, 装飾
probable, ありそうな
agreement, 協定
thick, 濃い
jump, 跳躍する
picture, 絵
attention, 注意
music, ミュージック
basin, 洗面器
kind, 親切な
hope, 実現させたいと願う
purpose, 目的
wine, ワイン
sponge, スポンジ
yesterday, 昨日
record, レコード
bee, 蜂
like, 同じような
right, 正確な
dust, 散らかす
feeble, 弱々しい
water, 水
polish, 磨る
value, 価値
do, する
cloth, 生地
awake, 覚めた
brake, 歯止め
payment, 入金
go, 行く
need, 動機
trouble, 故障
push, 押す
public, パブリック
branch, 枝
data, データ
level, 水平になる
time, 時
ship, 船
fly, 飛ぶ
whistle, 口笛
bath, 入浴
sound, 鳴る
insurance, 保険
top, てっぺん
metal, メタリック
but, しかし
ant, アリ
organization, 設立
curtain, カーテン
apple, リンゴ
pipe, パイプ
chief, 主要な
sticky, 粘っこい
winter, 冬
peace, 和平
will, するつもりだ
tax, 課税
wind, 風
hand, 手
horse, 馬
quite, すっかり
fork, フォーク
dependent, 依存した
history, 歴史
test, テスト
grip, 取っ手
regret, 惜しむ
star, 星
expert, 専門家
surprise, 驚き
sleep, 眠る
private, 秘密の
soup, スープ
owner, 持主
street, ストリート
weather, 天気
secretary, 事務官
brain, 頭脳
neck, 首
price, 価格
tin, スズ
smile, ほほ笑む
eye, 目
scale, 目盛り
change, 変質
stage, 区間
church, 教会
loss, 敗北
on, うえに
so, 現に
position, 場所
cut, カットされた
about, ～について
swim, 泳ぎ
produce, 生産する
love, 愛情
keep, 保つ
plant, 植物
pot, つぼ
society, 世界
kiss, くちづけ
hook, 鉤
knowledge, 知識
male, 男性
hollow, 空っぽな
box, 箱
clock, 計時
potato, ジャガイモ
gold, 黄金
now, 今
pleasure, 喜び
second, 第2に
lip, くちびる
country, 国家
list, 挙げる
distribution, 配布
business, シゴト
gray, 灰色の
birth, 生みだす
hospital, 病院
safe, 安全な
wall, カベ
death, 絶命
warm, 暖める
boot, ブーツ
true, 正確な
shame, 恥
road, 道筋
form, 形姿
stop, ストップ
physical, 物理的
behaviour, 行儀
play, 遊ぶ
off, ～から離れて
mountain, 山
cold, 冷たい
oven, 天火
chest, むね
stone, 石
or, または
look, 見える
equal, 等しい
science, 科学
crime, 犯罪
pocket, 懐中
much, ほぼ
green, 緑色の
still, 静かな
fertile, 肥えた
jewel, 宝石
then, それから
school, 学校
argument, 議論
stamp, スタンプ
basket, かご
shake, 振る
question, 問いただす
certain, 確かな
rod, 棒
cart, カート
cause, 原因
letter, 便り
flower, 花を咲かす
offer, 提供する
already, すでに
pig, ぶた
week, 週
electric, 電気の
only, ただひとり
girl, 令嬢
even, 均等な
religion, 信仰
attempt, 試みる
needle, はり
dry, 乾いた
ever, つねに
example, 見本
hair, 毛
structure, 構造
wheel, 車輪
great, 偉大な
motion, 動き
leg, 脚
town, 町
band, しばるもの
statement, 述べる
chemical, 化学的な
because, なぜなら
point, 点
between, 中間に
morning, 朝
wire, 針金
north, 北
parcel, 小包
fold, 折りたたむ
mother, 母親
river, 川
into, (入った)中に
word, 言葉
shut, 閉じた
thought, 思索
chance, 賭け
drawer, 引き出し
carriage, 乗り物
turn, 回転させる
taste, 味覚
degree, レベル
copy, コピー
air, 空気
common, 共通の
direction, 舵取り
glass, ガラス
egg, 卵
cheese, チーズ名詞】
ear, 耳
reading, 読み取り
high, 高い
gun, 銃
liquid, 液体
feather, 羽
ray, 光線
adjustment, 手直し
against, 反抗して
fruit, くだもの
simple, シンプルな
future, 未来の形容詞】
wool, 羊毛
why, 理由
connection, 結びつき
ready, 準備のできた
dead, 枯れた
harbor, 港
field, 野原
government, 統治すること
wide, 幅広い
serious, まじめな
orange, オレンジがかった
left, 左の
such, こんな
voice, 声
cultivate, 耕す
mouth, 口
again, さらに
sort, 分類する
care, 整備
tall, 高い
building, 建設
seem, 見える
destruction, 撃滅
button, ボタン
cake, ケーキ
lock, かぎ
thread, 糸
down, 下に
expansion, 引き伸ばし
sheep, ヒツジ
credit, 信用
porter, 運搬人
soap, せっけん
yellow, 黄色い
exchange, 取り替える
if, もしも
different, 変わった
worm, 虫
ball, 球
than, ～よりも
glove, 手袋
military, 軍事的な
paper, 紙
female, 牝
respect, 尊敬
front, 正面
with, いっしょに
bag, ふくろ
till, ～まで
space, スペース
face, 顔
humor, ユーモア
shoe, くつ
friend, 友達
invention, 考案
enough, 十分
mine, 私の
army, 軍団
