Eng,Ja
mind, 気持ち
support, 支える
kettle, 湯わかし
surprise, 驚き
rhythm, リズム
point, 点
pain, 痛み
quite, すっかり
turn, 回転させる
engine, エンジン
lead, 導く
at, ～に
garden, 庭いじりをする
also, もまた
rate, 割合
chemical, 化学的な
produce, 生産する
crack, ひびわれる
clock, 計時
first, 最初に
doubt, 怪しむ
pot, つぼ
man, 人間
news, ニュース
join, 交わる
hospital, 病院
regular, 普通の
old, 古い
train, 列車
invention, 考案
waste, 浪費する
pleasure, 喜び
square, 四角
degree, レベル
operation, 運転
hearing, 聞くこと
bulb, 球状のもの
safe, 安全な
roof, 屋根
as, 同じように
need, 動機
day, 昼間
addition, 付け足し
blue, 青い
let, させる
distance, 引き離す
material, 実質的
world, 世界
connection, 結びつき
wine, ワイン
store, 商店
grass, 芝生
year, 年
wave, 波
pull, 引っぱる
liquid, 液体
here, ここに
son, 息子
driving, 運転
test, テスト
business, シゴト
boot, ブーツ
match, 試合
prose, 散文
chance, 賭け
important, 重要な
relation, 結付き
range, 範囲
field, 野原
or, または
dark, 暗い
jelly, ゼリー化する
rice, おコメ
card, カード
person, 個人
seat, 着席させる
east, 東
special, 特別の
healthy, 健康な
economic, 経済
flat, フラット
angle, 角度
wheel, 車輪
dust, 散らかす
send, 送る
strong, 力強い
bucket, バケツ
fertile, 肥えた
authority, 権威
hollow, 空っぽな
story, 物語
behaviour, 行儀
observation, 観測
bitter, 苦い
down, 下に
bottle, ビン
meal, 食事
scissors, はさみ
book, 本
make, 作る
stitch, ぬい合わせる
organization, 設立
tooth, 歯
door, 扉
yesterday, 昨日
white, 白い
sponge, スポンジ
circle, 一回り
smooth, なめらかな
soft, 柔らかな
law, 法律
common, 共通の
quick, 素早い
wood, 樹木
guide, 案内する
approval, 賛成
regret, 惜しむ
feather, 羽
sleep, 眠る
curve, 曲がる
snake, ヘビ
president, 大統領
simple, シンプルな
art, 芸術
shake, 振る
good, 良い
solid, 固体の
burn, 燃す
cause, 原因
committee, コミッティ
floor, 床
will, するつもりだ
daughter, 娘
trick, いたずら
judge, 判断する
monkey, さる
cart, カート
through, から
request, 要求
hate, うらむ
hole, 穴
order, 配列
fact, 事実
dress, 衣服
brown, 茶色い
form, 形姿
system, システム
building, 建設
slope, 傾ける
about, ～について
physical, 物理的
month, 月
death, 絶命
wide, 幅広い
size, サイズ
name, 名前
power, 力
cheese, チーズ名詞】
pin, ピン
blade, 刃物
swim, 泳ぎ
young, 若い
hope, 実現させたいと願う
all, すべて
light, 明るい
sky, 空
event, できごと
example, 見本
but, しかし
much, ほぼ
money, 硬貨
motion, 動き
tired, 疲れた
blood, 血液
room, 部屋
effect, 結果
ink, インク
flag, 旗
cry, めそめそする
history, 歴史
morning, 朝
band, しばるもの
living, 生きている
orange, オレンジがかった
basket, かご
rest, 休む
tax, 課税
boat, 小船
camera, カメラ
learning, 修得
probable, ありそうな
food, 食べ物
wool, 羊毛
very, とても
why, 理由
expansion, 引き伸ばし
jewel, 宝石
mass, 大きな塊
fiction, 作り話
prison, 牢屋
short, 短い
body, 本体
parcel, 小包
voice, 声
thumb, おやゆび
head, アタマ
cake, ケーキ
opinion, 意見
horse, 馬
library, ライブラリ
whistle, 口笛
net, ネット
stop, ストップ
wall, カベ
no, いいえ
feeble, 弱々しい
top, てっぺん
frame, 骨組み
loud, うるさい
strange, 奇妙な
cushion, クッション
force, 勢い
shirt, シャツ
see, 見る
bone, 骨
station, 駅
deep, 深い
long, 長い
existence, 存在
mark, 目印
coat, コート
goat, 山羊
discovery, 発見
wise, かしこい才
opposite, 向かい合わせの
girl, 令嬢
key, 鍵
way, 道
thick, 濃い
help, 助ける
face, 顔
steam, 蒸す
because, なぜなら
ever, つねに
rod, 棒
weather, 天気
well, よく
with, いっしょに
reason, 推論
small, 小さい
acid, すっぱい
parallel, 平行な
design, 計画
over, 上の方に
dependent, 依存した
industry, 産業
accordingto, ～によれば
rat, ネズミ
fire, 焼く
military, 軍事的な
finger, 指
bright, 明々と
tray, お盆
division, 分割
open, 開いた
private, 秘密の
already, すでに
discussion, 話し合い
shock, ショック
red, 赤い
talk, 話す
slow, 遅い
egg, 卵
teaching, 教え
green, 緑色の
sheep, ヒツジ
have, 持っている
sad, 残念な
page, ページ
suggestion, 提案
polish, 磨る
substance, 物質
advertisement, アド
rail, 横木
porter, 運搬人
interest, 気晴らし
warm, 暖める
map, 地図
black, 黒い
twist, ひねる
forward, 前に
kind, 親切な
copper, 銅
dear, 親愛な
from, ～から
iron, 鉄
horn, 角
root, 根っこ
hat, 帽子
again, さらに
move, 動く
sister, 姉妹
manager, 管理職
knee, ひざ
agreement, 協定
gray, 灰色の
sneeze, くしゃみをする
full, いっぱいの
worm, 虫
berry, ベリー
cough, せき
married, 結婚している
arm, 武装
account, 説明
natural, 自然な
ready, 準備のできた
by, ～のそばで
smash, 打ち付ける
offer, 提供する
angry, 怒った
plant, 植物
profit, 得する
certain, 確かな
market, 市場
fish, 魚
fall, 落ちる
process, 過程
last, 臨終の
use, 使う
limit, 制約
house, 家
hammer, ハンマー
may, してもいい
table, テーブル
thunder, 雷
rain, 雨が降る
happy, しあわせな
grain, 穀物
straight, まっすぐな
mist, 霧
thin, 痩せた
kick, 蹴り
please, 喜ばせる
oven, 天火
than, ～よりも
little, わずか
base, 基礎づける
scale, 目盛り
collar, エリ
land, 土地
selection, 選択
competition, 競争
harmony, 調和
country, 国家
poor, 貧乏な
eye, 目
work, 労働
false, 間違った
for, ～のために
waiting, 待ち時間
fight, ファイト
complex, 複雑な
bad, ひどい
rule, ルール
weight, 重さ
quiet, 静かな
quality, 品質
cultivate, 耕す
stamp, スタンプ
hour, 時間
pump, 注入する
right, 正確な
sugar, さとう
get, 受け取る
respect, 尊敬
frequent, よくある
public, パブリック
ear, 耳
expert, 専門家
political, 政治的な
song, 歌
mother, 母親
stick, ステッキ
till, ～まで
needle, はり
pig, ぶた
company, 付添い
so, 現に
drink, 飲む
knife, ナイフ
brain, 頭脳
fear, 恐怖
star, 星
gold, 黄金
basin, 洗面器
machine, 機械
together, 同時に
foot, 足
chest, むね
step, 段
view, 視野
unit, 単一体
representative, 代表する
where, 場所
thread, 糸
some, いくつかの
breath, 呼吸
bath, 入浴
mountain, 山
put, 置く
possible, ありうる
air, 空気
foolish, おろかな
west, 西
medical, 医療
control, 制御する
pipe, パイプ
payment, 入金
stretch, 伸張
dead, 枯れた
desire, 欲しがる
ant, アリ
fat, 太った
heat, 暖める
harbor, 港
social, 社会
salt, 塩
brush, ブラシ
war, 戦争
normal, 正常な
sense, 感覚
sharp, するどい
still, 静かな
laugh, 笑う
winter, 冬
lip, くちびる
shut, 閉じた
bag, ふくろ
future, 未来の形容詞】
yes, 肯定的な返答
government, 統治すること
slip, すべる
stocking, ストッキング
cook, 炊事する
protest, 断言する
low, 低い
loose, なまけた
plane, 平ら
smoke, 煙を出す
glass, ガラス
baby, ベビー
record, レコード
if, もしも
into, (入った)中に
amount, 量
cut, カットされた
nail, つめ
earth, 地球
stiff, こわばった
change, 変質
equal, 等しい
yellow, 黄色い
fly, 飛ぶ
summer, 夏
necessary, 必然的
international, 国際的な
metal, メタリック
side, 片面
up, 上方へ
curtain, カーテン
family, 家族
shame, 恥
loss, 敗北
of, ～の
sand, 砂
cord, ひも
bird, 鳥
automatic, 自動的な
argument, 議論
milk, 牛乳
powder, 粉
tree, 木
like, 同じような
week, 週
button, ボタン
cruel, 無情な
love, 愛情
arch, カーブ
mine, 私の
meat, 肉
error, 間違い
sound, 鳴る
when, 時期
to, ～へ
watch, 時計
clean, きれいな
tall, 高い
school, 学校
spoon, スプーン
tomorrow, あす
soap, せっけん
condition, 条件
mobile, モバイル
male, 男性
past, 通り越して
ship, 船
kiss, くちづけ
nerve, 神経
hand, 手
play, 遊ぶ
flight, 飛行
wind, 風
narrow, せまい
tendency, 傾向
shelf, 棚
receipt, 受取り
peace, 和平
fowl, 家禽
carriage, 乗り物
skin, ひふ
word, 言葉
bell, ベル
under, ～の下に
edge, 刃
noise, 騒ぐ
skirt, スカート
education, 教育
complete, 完全な
drain, 排水路
attack, 攻める
river, 川
current, 流れ
question, 問いただす
off, ～から離れて
pencil, 鉛筆
elastic, 弾力のある
