Eng,Ja
paste, 貼りつける
send, 送る
attack, 攻める
degree, レベル
wine, ワイン
here, ここに
polish, 磨る
cook, 炊事する
glove, 手袋
process, 過程
trouble, 故障
heart, こころ
hammer, ハンマー
motion, 動き
lock, かぎ
ear, 耳
knowledge, 知識
flat, フラット
week, 週
bucket, バケツ
how, 方法
friend, 友達
now, 今
learning, 修得
damage, そこなう
morning, 朝
comb, クシ
owner, 持主
dirty, 汚れた
take, 取る
committee, コミッティ
door, 扉
bridge, 橋
skirt, スカート
cold, 冷たい
muscle, 筋肉
bird, 鳥
match, 試合
tray, お盆
shame, 恥
distance, 引き離す
than, ～よりも
sleep, 眠る
wave, 波
bright, 明々と
data, データ
as, 同じように
desire, 欲しがる
sex, 性別
destruction, 撃滅
paint, 色つけ
between, 中間に
trick, いたずら
house, 家
bath, 入浴
field, 野原
noise, 騒ぐ
crack, ひびわれる
swim, 泳ぎ
parcel, 小包
religion, 信仰
market, 市場
opposite, 向かい合わせの
knife, ナイフ
smooth, なめらかな
boiling, 煮えた
blow, 吹く
discovery, 発見
cat, ネコ
danger, リスク
sail, 帆
cause, 原因
pen, ペン
rough, 荒い
seat, 着席させる
liquid, 液体
mouth, 口
till, ～まで
daughter, 娘
taste, 味覚
strong, 力強い
right, 正確な
material, 実質的
slow, 遅い
acid, すっぱい
wound, 負傷
almost, ほぼ
dependent, 依存した
boy, 男の子
sharp, するどい
attempt, 試みる
mark, 目印
name, 名前
position, 場所
drink, 飲む
place, 場所
tail, 尻尾
crush, 壊れる
white, 白い
river, 川
silver, 銀
look, 見える
stocking, ストッキング
short, 短い
president, 大統領
special, 特別の
copper, 銅
mountain, 山
band, しばるもの
frequent, よくある
button, ボタン
net, ネット
animal, 動物
start, 開始
make, 作る
pin, ピン
female, 牝
thought, 思索
wise, かしこい才
prose, 散文
profit, 得する
existence, 存在
throat, のど
fall, 落ちる
hate, うらむ
lip, くちびる
table, テーブル
knee, ひざ
apple, リンゴ
berry, ベリー
sky, 空
ice, 氷
drawer, 引き出し
man, 人間
foot, 足
engine, エンジン
monkey, さる
comparison, 比較
love, 愛情
mind, 気持ち
basin, 洗面器
act, 行動する
living, 生きている
mixed, まざった
heat, 暖める
floor, 床
weight, 重さ
smoke, 煙を出す
angry, 怒った
shirt, シャツ
disease, 不快な状態
well, よく
size, サイズ
across, 横切った
amusement, 楽しみ
smell, においがする
growth, 成長
milk, 牛乳
reading, 読み取り
far, はるかに
wrong, 不正確な
black, 黒い
top, てっぺん
girl, 令嬢
pig, ぶた
quality, 品質
horse, 馬
wash, 洗う
still, 静かな
current, 流れ
coat, コート
after, ～の後に
sweet, 優しい
condition, 条件
gray, 灰色の
key, 鍵
bee, 蜂
deep, 深い
against, 反抗して
time, 時
fear, 恐怖
structure, 構造
yellow, 黄色い
touch, タッチ
color, 色合い
safe, 安全な
hour, 時間
agreement, 協定
feeble, 弱々しい
brother, 兄
store, 商店
level, 水平になる
chance, 賭け
military, 軍事的な
head, アタマ
rub, こする
if, もしも
payment, 入金
down, 下に
example, 見本
cultivate, 耕す
end, 終える
leg, 脚
light, 明るい
ticket, チケット
bed, ベッド
cut, カットされた
possible, ありうる
chain, くさり
lead, 導く
curve, 曲がる
month, 月
simple, シンプルな
sock, ぶん殴る
ball, 球
off, ～から離れて
yesterday, 昨日
long, 長い
art, 芸術
automatic, 自動的な
representative, 代表する
rhythm, リズム
bitter, 苦い
finger, 指
carriage, 乗り物
box, 箱
natural, 自然な
pleasure, 喜び
impulse, 衝動
some, いくつかの
please, 喜ばせる
square, 四角
see, 見る
list, 挙げる
branch, 枝
drain, 排水路
birth, 生みだす
wing, つばさ
garden, 庭いじりをする
driving, 運転
tall, 高い
grain, 穀物
stage, 区間
snake, ヘビ
do, する
voice, 声
authority, 権威
when, 時期
worm, 虫
map, 地図
certain, 確かな
test, テスト
run, 走る
earth, 地球
effect, 結果
meal, 食事
help, 助ける
money, 硬貨
parallel, 平行な
year, 年
by, ～のそばで
song, 歌
lift, 持ち上げる
regular, 普通の
body, 本体
fowl, 家禽
rat, ネズミ
thin, 痩せた
stick, ステッキ
open, 開いた
kiss, くちづけ
competition, 競争
salt, 塩
music, ミュージック
law, 法律
curtain, カーテン
flame, 火炎
chin, アゴ
theory, 理論
sister, 姉妹
dry, 乾いた
punishment, 処罰
need, 動機
price, 価格
army, 軍団
sad, 残念な
stone, 石
fruit, くだもの
crime, 犯罪
shock, ショック
fire, 焼く
debt, 負債
past, 通り越して
clean, きれいな
nose, 鼻
part, ある程度
business, シゴト
doubt, 怪しむ
jewel, 宝石
school, 学校
hearing, 聞くこと
boat, 小船
snow, 雪が降る
rice, おコメ
flag, 旗
event, できごと
where, 場所
kind, 親切な
why, 理由
all, すべて
book, 本
moon, 月
manager, 管理職
goat, 山羊
industry, 産業
first, 最初に
arm, 武装
fat, 太った
insect, 虫
train, 列車
elastic, 弾力のある
because, なぜなら
stitch, ぬい合わせる
sudden, 急激
meeting, 集まり
other, ほかの
bone, 骨
side, 片面
able, 可能な
property, 所有物
expansion, 引き伸ばし
selection, 選択
common, 共通の
of, ～の
wax, ロウ
future, 未来の形容詞】
among, ～の間に
eye, 目
so, 現に
cheap, 安上がりな
or, または
necessary, 必然的
force, 勢い
cart, カート
back, 以前に
under, ～の下に
blood, 血液
talk, 話す
silk, 絹糸
high, 高い
soap, せっけん
to, ～へ
married, 結婚している
economic, 経済
form, 形姿
distribution, 配布
print, 印刷
use, 使う
electric, 電気の
ink, インク
red, 赤い
wheel, 車輪
shake, 振る
story, 物語
loud, うるさい
weather, 天気
reward, 報いる
free, 自由な
humor, ユーモア
cruel, 無情な
relation, 結付き
poor, 貧乏な
stamp, スタンプ
page, ページ
grip, 取っ手
view, 視野
cake, ケーキ
verse, 詩節
measure, 計測する
decision, 判断
attention, 注意
slope, 傾ける
join, 交わる
awake, 覚めた
card, カード
letter, 便り
dog, 犬
order, 配列
thread, 糸
accordingto, ～によれば
roll, 転がる
sand, 砂
jump, 跳躍する
shut, 閉じた
ornament, 装飾
harmony, 調和
transport, 運輸
out, 外に
left, 左の
harbor, 港
bell, ベル
solid, 固体の
potato, ジャガイモ
and, ～と
stretch, 伸張
exchange, 取り替える
mine, 私の
present, 現在の
already, すでに
orange, オレンジがかった
rail, 横木
breath, 呼吸
full, いっぱいの
word, 言葉
rule, ルール
clear, 明るい
soft, 柔らかな
be, ある
loose, なまけた
discussion, 話し合い
picture, 絵
disgust, 吐き気を催させる
whistle, 口笛
same, 同じ
education, 教育
nerve, 神経
hope, 実現させたいと願う
hair, 毛
note, 記録
circle, 一回り
about, ～について
copy, コピー
may, してもいい
library, ライブラリ
dress, 衣服
iron, 鉄
trousers, ズボン
thumb, おやゆび
north, 北
round, まるい
shoe, くつ
glass, ガラス
government, 統治すること
late, 遅れた
tin, スズ
sign, 記号
pipe, パイプ
frame, 骨組み
through, から
sound, 鳴る
peace, 和平
record, レコード
bag, ふくろ
building, 建設
ill, 不完全な
dust, 散らかす
nuts, 木の実
wire, 針金
tax, 課税
organization, 設立
feeling, 感じ
fiction, 作り話
rate, 割合
separate, 分かれた
air, 空気
powder, 粉
produce, 生産する
skin, ひふ
thing, モノ
hook, 鉤
jelly, ゼリー化する
seem, 見える
false, 間違った
oil, オイル
stop, ストップ
thick, 濃い
farm, 農場
fertile, 肥えた
great, 偉大な
on, うえに
behaviour, 行儀
tendency, 傾向
face, 顔
flight, 飛行
get, 受け取る
sheep, ヒツジ
male, 男性
ever, つねに
mobile, モバイル
horn, 角
spade, スペード
instrument, 器具
sponge, スポンジ
cheese, チーズ名詞】
tree, 木
whip, むち打ち
operation, 運転
south, 南
broken, 壊れた
leaf, 葉っぱ
death, 絶命
brown, 茶色い
dear, 親愛な
true, 正確な
come, 訪れる
cry, めそめそする
soup, スープ
tongue, 舌
limit, 制約
wall, カベ
drop, しずく
east, 東
country, 国家
hand, 手
fixed, 固定した
cover, おおう
no, いいえ
self, 自分
foolish, おろかな
quiet, 静かな
responsible, 責任がある
family, 家族
tomorrow, あす
old, 古い
loss, 敗北
power, 力
sneeze, くしゃみをする
town, 町
warm, 暖める
go, 行く
root, 根っこ
secret, 秘密の
burst, 爆発
forward, 前に
wool, 羊毛
camera, カメラ
clock, 計時
such, こんな
brick, ブロック
spoon, スプーン
way, 道
group, 集まり
steam, 蒸す
account, 説明
range, 範囲
chemical, 化学的な
front, 正面
nation, 国家
war, 戦争
belief, 印象
mist, 霧
twist, ひねる
wind, 風
judge, 判断する
