Eng,Ja
ornament, 装飾
board, 板
island, 島
paste, 貼りつける
act, 行動する
first, 最初に
tendency, 傾向
direction, 舵取り
industry, 産業
by, ～のそばで
financial, 財務上の
voice, 声
solid, 固体の
sky, 空
finger, 指
transport, 運輸
spring, 春
young, 若い
relation, 結付き
to, ～へ
slow, 遅い
writing, 作文
necessary, 必然的
distribution, 配布
invention, 考案
shake, 振る
observation, 観測
put, 置く
quiet, 静かな
engine, エンジン
important, 重要な
discovery, 発見
substance, 物質
map, 地図
learning, 修得
comparison, 比較
back, 以前に
seed, たね
under, ～の下に
cough, せき
meat, 肉
bath, 入浴
run, 走る
cover, おおう
field, 野原
baby, ベビー
mother, 母親
strange, 奇妙な
stone, 石
ticket, チケット
soft, 柔らかな
stage, 区間
president, 大統領
safe, 安全な
floor, 床
ball, 球
gun, 銃
drop, しずく
father, 父親
or, または
start, 開始
servant, 使用人
design, 計画
rule, ルール
bridge, 橋
middle, 中位
price, 価格
present, 現在の
loss, 敗北
carriage, 乗り物
female, 牝
burst, 爆発
lip, くちびる
broken, 壊れた
skin, ひふ
fat, 太った
high, 高い
polish, 磨る
fruit, くだもの
silver, 銀
about, ～について
base, 基礎づける
curve, 曲がる
brick, ブロック
beautiful, 美しい
shut, 閉じた
electric, 電気の
adjustment, 手直し
fork, フォーク
view, 視野
cake, ケーキ
manager, 管理職
steam, 蒸す
even, 均等な
glove, 手袋
knowledge, 知識
cotton, 綿
building, 建設
feeble, 弱々しい
fowl, 家禽
pocket, 懐中
sugar, さとう
much, ほぼ
value, 価値
comfort, 快適
name, 名前
book, 本
receipt, 受取り
sand, 砂
fight, ファイト
please, 喜ばせる
complex, 複雑な
care, 整備
size, サイズ
button, ボタン
let, させる
example, 見本
kind, 親切な
prison, 牢屋
instrument, 器具
curtain, カーテン
automatic, 自動的な
seat, 着席させる
pencil, 鉛筆
pot, つぼ
sad, 残念な
range, 範囲
goat, 山羊
leaf, 葉っぱ
street, ストリート
grip, 取っ手
number, 数
root, 根っこ
birth, 生みだす
of, ～の
thin, 痩せた
but, しかし
any, なんらか
use, 使う
ship, 船
black, 黒い
air, 空気
room, 部屋
addition, 付け足し
see, 見る
dependent, 依存した
representative, 代表する
wound, 負傷
social, 社会
river, 川
market, 市場
body, 本体
right, 正確な
month, 月
self, 自分
keep, 保つ
blade, 刃物
second, 第2に
theory, 理論
with, いっしょに
also, もまた
than, ～よりも
sweet, 優しい
position, 場所
quick, 素早い
cat, ネコ
language, 言語
church, 教会
clock, 計時
smooth, なめらかな
poor, 貧乏な
like, 同じような
stem, 茎
porter, 運搬人
need, 動機
fire, 焼く
stamp, スタンプ
straight, まっすぐな
destruction, 撃滅
smoke, 煙を出す
harmony, 調和
moon, 月
stick, ステッキ
east, 東
separate, 分かれた
meeting, 集まり
sleep, 眠る
interest, 気晴らし
watch, 時計
loud, うるさい
copper, 銅
profit, 得する
rhythm, リズム
ice, 氷
white, 白い
married, 結婚している
fold, 折りたたむ
