Eng,Ja
sign, 記号
touch, タッチ
way, 道
under, ～の下に
base, 基礎づける
answer, 答える
horse, 馬
comfort, 快適
fat, 太った
approval, 賛成
brick, ブロック
peace, 和平
flight, 飛行
mark, 目印
grain, 穀物
representative, 代表する
wool, 羊毛
hate, うらむ
pull, 引っぱる
town, 町
island, 島
building, 建設
international, 国際的な
square, 四角
bucket, バケツ
among, ～の間に
foolish, おろかな
fiction, 作り話
disease, 不快な状態
far, はるかに
sheep, ヒツジ
leaf, 葉っぱ
tail, 尻尾
church, 教会
any, なんらか
powder, 粉
reason, 推論
library, ライブラリ
all, すべて
economic, 経済
public, パブリック
ring, 鳴り響く
knife, ナイフ
flame, 火炎
support, 支える
reading, 読み取り
to, ～へ
bridge, 橋
letter, 便り
flower, 花を咲かす
or, または
interest, 気晴らし
future, 未来の形容詞】
twist, ひねる
silver, 銀
pump, 注入する
harbor, 港
ship, 船
goat, 山羊
rhythm, リズム
head, アタマ
company, 付添い
root, 根っこ
distance, 引き離す
brown, 茶色い
military, 軍事的な
pleasure, 喜び
ant, アリ
sound, 鳴る
green, 緑色の
art, 芸術
make, 作る
ice, 氷
drink, 飲む
kick, 蹴り
keep, 保つ
space, スペース
than, ～よりも
baby, ベビー
strange, 奇妙な
over, 上の方に
wave, 波
existence, 存在
before, 先に
kind, 親切な
now, 今
year, 年
whip, むち打ち
nation, 国家
full, いっぱいの
language, 言語
point, 点
potato, ジャガイモ
drain, 排水路
owner, 持主
edge, 刃
drawer, 引き出し
school, 学校
why, 理由
industry, 産業
cat, ネコ
record, レコード
boy, 男の子
property, 所有物
skin, ひふ
roof, 屋根
angle, 角度
offer, 提供する
free, 自由な
religion, 信仰
copper, 銅
taste, 味覚
last, 臨終の
river, 川
form, 形姿
loss, 敗北
event, できごと
position, 場所
metal, メタリック
fire, 焼く
again, さらに
little, わずか
design, 計画
hard, 必死に
self, 自分
brother, 兄
account, 説明
growth, 成長
president, 大統領
debt, 負債
purpose, 目的
white, 白い
body, 本体
hand, 手
different, 変わった
ray, 光線
cheese, チーズ名詞】
shirt, シャツ
bath, 入浴
stitch, ぬい合わせる
expert, 専門家
change, 変質
nerve, 神経
low, 低い
then, それから
substance, 物質
jump, 跳躍する
view, 視野
wise, かしこい才
snow, 雪が降る
opposite, 向かい合わせの
wash, 洗う
watch, 時計
relation, 結付き
level, 水平になる
leg, 脚
hollow, 空っぽな
circle, 一回り
lock, かぎ
together, 同時に
open, 開いた
curtain, カーテン
from, ～から
fixed, 固定した
cake, ケーキ
near, ほぼ
orange, オレンジがかった
normal, 正常な
store, 商店
organization, 設立
development, 発展
hope, 実現させたいと願う
instrument, 器具
cry, めそめそする
slow, 遅い
birth, 生みだす
structure, 構造
sail, 帆
lift, 持ち上げる
feather, 羽
such, こんな
wet, ぬれた
important, 重要な
music, ミュージック
roll, 転がる
run, 走る
sleep, 眠る
hammer, ハンマー
but, しかし
tomorrow, あす
plate, 平皿
lead, 導く
monkey, さる
day, 昼間
gray, 灰色の
berry, ベリー
rail, 横木
wood, 樹木
smooth, なめらかな
direction, 舵取り
moon, 月
degree, レベル
nail, つめ
silk, 絹糸
engine, エンジン
wind, 風
broken, 壊れた
paper, 紙
attraction, 魅力
wound, 負傷
stick, ステッキ
family, 家族
respect, 尊敬
may, してもいい
spoon, スプーン
nuts, 木の実
sand, 砂
fly, 飛ぶ
word, 言葉
though, だが
stop, ストップ
steel, 鋼鉄
fish, 魚
experience, 経験
suggestion, 提案
probable, ありそうな
neck, 首
late, 遅れた
into, (入った)中に
ever, つねに
rain, 雨が降る
trouble, 故障
shoe, くつ
knee, ひざ
fertile, 肥えた
clean, きれいな
yes, 肯定的な返答
farm, 農場
mother, 母親
against, 反抗して
shut, 閉じた
separate, 分かれた
ill, 不完全な
seem, 見える
finger, 指
seat, 着席させる
snake, ヘビ
pin, ピン
enough, 十分
fold, 折りたたむ
by, ～のそばで
rate, 割合
seed, たね
tin, スズ
credit, 信用
breath, 呼吸
conscious, 気づいて
pain, 痛み
secretary, 事務官
size, サイズ
need, 動機
feeble, 弱々しい
noise, 騒ぐ
parcel, 小包
journey, 旅行
happy, しあわせな
fruit, くだもの
chief, 主要な
attention, 注意
apple, リンゴ
tooth, 歯
mist, 霧
financial, 財務上の
regular, 普通の
for, ～のために
band, しばるもの
electric, 電気の
war, 戦争
reward, 報いる
room, 部屋
train, 列車
knot, 結ぶ
wing, つばさ
map, 地図
pencil, 鉛筆
teaching, 教え
egg, 卵
stem, 茎
detail, 詳しく述べる
gun, 銃
where, 場所
range, 範囲
eye, 目
wide, 幅広い
garden, 庭いじりをする
cold, 冷たい
increase, 増やす
in, 中に
around, 周りに
decision, 判断
healthy, 健康な
committee, コミッティ
shade, 影
verse, 詩節
secret, 秘密の
page, ページ
air, 空気
still, 静かな
east, 東
branch, 枝
good, 良い
out, 外に
land, 土地
time, 時
automatic, 自動的な
tree, 木
very, とても
transport, 運輸
girl, 令嬢
shake, 振る
kettle, 湯わかし
comb, クシ
value, 価値
trick, いたずら
basket, かご
bad, ひどい
servant, 使用人
boot, ブーツ
tired, 疲れた
hook, 鉤
wire, 針金
society, 世界
chin, アゴ
yellow, 黄色い
sweet, 優しい
morning, 朝
unit, 単一体
blade, 刃物
and, ～と
with, いっしょに
sudden, 急激
up, 上方へ
swim, 泳ぎ
winter, 冬
name, 名前
tendency, 傾向
key, 鍵
cover, おおう
pen, ペン
only, ただひとり
tray, お盆
picture, 絵
smash, 打ち付ける
same, 同じ
polish, 磨る
present, 現在の
like, 同じような
gold, 黄金
brake, 歯止め
table, テーブル
system, システム
story, 物語
hospital, 病院
discussion, 話し合い
rod, 棒
sock, ぶん殴る
natural, 自然な
father, 父親
thin, 痩せた
if, もしも
early, 早い
step, 段
place, 場所
connection, 結びつき
social, 社会
road, 道筋
common, 共通の
curve, 曲がる
thick, 濃い
middle, 中位
news, ニュース
note, 記録
straight, まっすぐな
milk, 牛乳
be, ある
machine, 機械
request, 要求
limit, 制約
chance, 賭け
some, いくつかの
go, 行く
soft, 柔らかな
invention, 考案
move, 動く
mixed, まざった
small, 小さい
on, うえに
impulse, 衝動
division, 分割
damage, そこなう
receipt, 受取り
stomach, 胃
high, 高い
of, ～の
after, ～の後に
information, 情報
private, 秘密の
produce, 生産する
reaction, 反応
able, 可能な
street, ストリート
daughter, 娘
stage, 区間
ready, 準備のできた
boiling, 煮えた
learning, 修得
cut, カットされた
bent, まがった
light, 明るい
amount, 量
bite, かみつく
tax, 課税
how, 方法
do, する
safe, 安全な
smile, ほほ笑む
surprise, 驚き
yesterday, 昨日
hour, 時間
person, 個人
punishment, 処罰
dog, 犬
skirt, スカート
force, 勢い
equal, 等しい
son, 息子
turn, 回転させる
business, シゴト
number, 数
north, 北
crime, 犯罪
join, 交わる
quick, 素早い
effect, 結果
have, 持っている
strong, 力強い
earth, 地球
motion, 動き
oil, オイル
almost, ほぼ
stocking, ストッキング
grip, 取っ手
burn, 燃す
every, あらゆる
dark, 暗い
face, 顔
sugar, さとう
argument, 議論
pipe, パイプ
wine, ワイン
star, 星
wax, ロウ
history, 歴史
hole, 穴
measure, 計測する
mobile, モバイル
fact, 事実
distribution, 配布
fork, フォーク
wall, カベ
walk, 歩く
quiet, 静かな
paste, 貼りつける
come, 訪れる
so, 現に
destruction, 撃滅
waiting, 待ち時間
cook, 炊事する
angry, 怒った
tongue, 舌
stone, 石
glass, ガラス
well, よく
solid, 固体の
door, 扉
blow, 吹く
kiss, くちづけ
serious, まじめな
living, 生きている
country, 国家
competition, 競争
south, 南
front, 正面
meat, 肉
weather, 天気
sponge, スポンジ
whistle, 口笛
line, 線
jewel, 宝石
dead, 枯れた
plant, 植物
short, 短い
clock, 計時
minute, 分
rule, ルール
cause, 原因
writing, 作文
judge, 判断する
feeling, 感じ
male, 男性
bitter, 苦い
ink, インク
bright, 明々と
waste, 浪費する
because, なぜなら
trade, 交換
umbrella, かさ
burst, 爆発
hanging, つりさげ
paint, 色つけ
heart, こころ
side, 片面
back, 以前に
muscle, 筋肉
sort, 分類する
summer, 夏
let, させる
when, 時期
certain, 確かな
fear, 恐怖
west, 西
sense, 感覚
pocket, 懐中
sneeze, くしゃみをする
color, 色合い
shock, ショック
behaviour, 行儀
current, 流れ
bird, 鳥
political, 政治的な
camera, カメラ
dry, 乾いた
comparison, 比較
pig, ぶた
world, 世界
danger, リスク
cotton, 綿
bone, 骨
grass, 芝生
cough, せき
trousers, ズボン
dust, 散らかす
responsible, 責任がある
old, 古い
fight, ファイト
mine, 私の
loose, なまけた
care, 整備
amusement, 楽しみ
process, 過程
station, 駅
guide, 案内する
mass, 大きな塊
right, 正確な
even, 均等な
field, 野原
liquid, 液体
house, 家
cup, コップ
chemical, 化学的な
ornament, 装飾
balance, バランスをとる
no, いいえ
thought, 思索
round, まるい
vessel, 容器
fall, 落ちる
crack, ひびわれる
use, 使う
cow, 牛
necessary, 必然的
data, データ
hat, 帽子
brain, 頭脳
poor, 貧乏な
dependent, 依存した
army, 軍団
cloud, 雲
weight, 重さ
first, 最初に
scissors, はさみ
stretch, 伸張
man, 人間
manager, 管理職
sun, 太陽
cheap, 安上がりな
discovery, 発見
rub, こする
hearing, 聞くこと
porter, 運搬人
voice, 声
thumb, おやゆび
adjustment, 手直し
see, 見る
sex, 性別
expansion, 引き伸ばし
law, 法律
soup, スープ
belief, 印象
rat, ネズミ
opinion, 意見
memory, 記憶
start, 開始
poison, 毒
meal, 食事
frame, 骨組み
coat, コート
chest, むね
cultivate, 耕す
exchange, 取り替える
play, 遊ぶ
sky, 空
error, 間違い
narrow, せまい
till, ～まで
dear, 親愛な
here, ここに
wrong, 不正確な
bottle, ビン
true, 正確な
new, 新しい
bit, かけら
night, 夜
insurance, 保険
ticket, チケット
protest, 断言する
oven, 天火
false, 間違った
sister, 姉妹
match, 試合
slope, 傾ける
thread, 糸
friend, 友達
death, 絶命
group, 集まり
ball, 球
desire, 欲しがる
cloth, 生地
horn, 角
look, 見える
through, から
food, 食べ物
chain, くさり
material, 実質的
government, 統治すること
tall, 高い
heat, 暖める
woman, 女性
