Eng,Ja
sex, 性別
poor, 貧乏な
natural, 自然な
hope, 実現させたいと願う
line, 線
ant, アリ
direction, 舵取り
pleasure, 喜び
complex, 複雑な
against, 反抗して
size, サイズ
impulse, 衝動
screw, ねじる
light, 明るい
song, 歌
present, 現在の
south, 南
sugar, さとう
bit, かけら
gold, 黄金
curtain, カーテン
egg, 卵
dependent, 依存した
off, ～から離れて
quick, 素早い
chemical, 化学的な
sudden, 急激
public, パブリック
measure, 計測する
respect, 尊敬
before, 先に
girl, 令嬢
paste, 貼りつける
table, テーブル
space, スペース
good, 良い
glass, ガラス
bee, 蜂
body, 本体
order, 配列
president, 大統領
thin, 痩せた
if, もしも
organization, 設立
error, 間違い
cheese, チーズ名詞】
head, アタマ
division, 分割
plant, 植物
clear, 明るい
brake, 歯止め
simple, シンプルな
important, 重要な
attempt, 試みる
quiet, 静かな
female, 牝
send, 送る
under, ～の下に
different, 変わった
basin, 洗面器
heat, 暖める
mine, 私の
base, 基礎づける
parallel, 平行な
hat, 帽子
friend, 友達
cotton, 綿
current, 流れ
there, そこに
church, 教会
tight, 窮屈な
tall, 高い
neck, 首
pipe, パイプ
bad, ひどい
first, 最初に
rule, ルール
servant, 使用人
shirt, シャツ
any, なんらか
certain, 確かな
wheel, 車輪
leg, 脚
pot, つぼ
agreement, 協定
hook, 鉤
smell, においがする
with, いっしょに
fear, 恐怖
band, しばるもの
observation, 観測
thick, 濃い
cheap, 安上がりな
jelly, ゼリー化する
and, ～と
bucket, バケツ
need, 動機
past, 通り越して
no, いいえ
bed, ベッド
sign, 記号
week, 週
argument, 議論
heart, こころ
paint, 色つけ
mother, 母親
slow, 遅い
down, 下に
salt, 塩
yes, 肯定的な返答
interest, 気晴らし
tongue, 舌
stage, 区間
dust, 散らかす
memory, 記憶
fertile, 肥えた
skirt, スカート
healthy, 健康な
attack, 攻める
place, 場所
start, 開始
operation, 運転
clock, 計時
country, 国家
range, 範囲
grass, 芝生
why, 理由
motion, 動き
sense, 感覚
society, 世界
fact, 事実
cold, 冷たい
future, 未来の形容詞】
political, 政治的な
picture, 絵
spoon, スプーン
expert, 専門家
drop, しずく
sea, 海
match, 試合
responsible, 責任がある
face, 顔
than, ～よりも
woman, 女性
detail, 詳しく述べる
flower, 花を咲かす
round, まるい
development, 発展
across, 横切った
feeble, 弱々しい
prose, 散文
warm, 暖める
back, 以前に
request, 要求
material, 実質的
statement, 述べる
in, 中に
name, 名前
dear, 親愛な
pen, ペン
enough, 十分
page, ページ
at, ～に
tomorrow, あす
fold, 折りたたむ
burst, 爆発
even, 均等な
then, それから
put, 置く
mark, 目印
porter, 運搬人
make, 作る
open, 開いた
free, 自由な
needle, はり
yesterday, 昨日
offer, 提供する
harmony, 調和
powder, 粉
steam, 蒸す
design, 計画
company, 付添い
glove, 手袋
short, 短い
wise, かしこい才
act, 行動する
near, ほぼ
food, 食べ物
feather, 羽
lead, 導く
ever, つねに
island, 島
earth, 地球
unit, 単一体
bell, ベル
say, 言う
between, 中間に
test, テスト
cushion, クッション
train, 列車
fish, 魚
wire, 針金
shoe, くつ
stem, 茎
smooth, なめらかな
rain, 雨が降る
way, 道
beautiful, 美しい
rail, 横木
polish, 磨る
thumb, おやゆび
angry, 怒った
lift, 持ち上げる
experience, 経験
card, カード
out, 外に
chief, 主要な
copy, コピー
regret, 惜しむ
self, 自分
night, 夜
conscious, 気づいて
kind, 親切な
number, 数
angle, 角度
cloth, 生地
move, 動く
frequent, よくある
fly, 飛ぶ
thing, モノ
nuts, 木の実
dress, 衣服
news, ニュース
noise, 騒ぐ
straight, まっすぐな
trade, 交換
bitter, 苦い
pain, 痛み
horse, 馬
equal, 等しい
fixed, 固定した
window, ウィンドウ
only, ただひとり
expansion, 引き伸ばし
all, すべて
chest, むね
do, する
box, 箱
common, 共通の
loud, うるさい
little, わずか
station, 駅
mass, 大きな塊
wool, 羊毛
middle, 中位
while, 期間
shock, ショック
automatic, 自動的な
mouth, 口
wall, カベ
tin, スズ
credit, 信用
list, 挙げる
please, 喜ばせる
relation, 結付き
payment, 入金
process, 過程
end, 終える
effect, 結果
see, 見る
stone, 石
reaction, 反応
key, 鍵
cut, カットされた
arch, カーブ
data, データ
knee, ひざ
produce, 生産する
cultivate, 耕す
tree, 木
seem, 見える
paper, 紙
carriage, 乗り物
camera, カメラ
collar, エリ
basket, かご
financial, 財務上の
amount, 量
hole, 穴
money, 硬貨
record, レコード
general, 世間一般の
story, 物語
kiss, くちづけ
floor, 床
army, 軍団
value, 価値
control, 制御する
metal, メタリック
information, 情報
approval, 賛成
balance, バランスをとる
learning, 修得
bottle, ビン
when, 時期
knife, ナイフ
same, 同じ
pin, ピン
shade, 影
sad, 残念な
kettle, 湯わかし
soup, スープ
get, 受け取る
give, あたえる
verse, 詩節
fiction, 作り話
regular, 普通の
engine, エンジン
tray, お盆
stretch, 伸張
bent, まがった
solid, 固体の
cause, 原因
loss, 敗北
rod, 棒
early, 早い
new, 新しい
damage, そこなう
knot, 結ぶ
thunder, 雷
reason, 推論
winter, 冬
hard, 必死に
ball, 球
doubt, 怪しむ
brother, 兄
point, 点
library, ライブラリ
walk, 歩く
sister, 姉妹
tendency, 傾向
destruction, 撃滅
government, 統治すること
blade, 刃物
print, 印刷
shake, 振る
tail, 尻尾
history, 歴史
ill, 不完全な
special, 特別の
advertisement, アド
room, 部屋
soft, 柔らかな
smile, ほほ笑む
necessary, 必然的
boat, 小船
condition, 条件
some, いくつかの
gray, 灰色の
stick, ステッキ
umbrella, かさ
river, 川
shelf, 棚
for, ～のために
come, 訪れる
nose, 鼻
goat, 山羊
drawer, 引き出し
hand, 手
change, 変質
fall, 落ちる
dark, 暗い
crime, 犯罪
economic, 経済
attention, 注意
book, 本
dead, 枯れた
building, 建設
meeting, 集まり
swim, 泳ぎ
machine, 機械
field, 野原
apple, リンゴ
though, だが
rough, 荒い
writing, 作文
bright, 明々と
bird, 鳥
finger, 指
elastic, 弾力のある
let, させる
humor, ユーモア
school, 学校
drain, 排水路
question, 問いただす
family, 家族
behaviour, 行儀
hate, うらむ
talk, 話す
wrong, 不正確な
minute, 分
whip, むち打ち
chance, 賭け
boot, ブーツ
answer, 答える
star, 星
son, 息子
yellow, 黄色い
system, システム
thought, 思索
till, ～まで
may, してもいい
growth, 成長
almost, ほぼ
right, 正確な
probable, ありそうな
purpose, 目的
letter, 便り
smoke, 煙を出す
hanging, つりさげ
teaching, 教え
other, ほかの
trick, いたずら
man, 人間
desire, 欲しがる
sand, 砂
already, すでに
able, 可能な
pull, 引っぱる
war, 戦争
town, 町
level, 水平になる
meal, 食事
because, なぜなら
competition, 競争
deep, 深い
tax, 課税
flight, 飛行
false, 間違った
help, 助ける
step, 段
scale, 目盛り
lock, かぎ
top, てっぺん
wave, 波
ornament, 装飾
boy, 男の子
here, ここに
worm, 虫
secretary, 事務官
plane, 平ら
insurance, 保険
east, 東
part, ある程度
roof, 屋根
flag, 旗
iron, 鉄
trouble, 故障
soap, せっけん
cake, ケーキ
silk, 絹糸
sky, 空
net, ネット
circle, 一回り
cover, おおう
great, 偉大な
opposite, 向かい合わせの
note, 記録
around, 周りに
now, 今
white, 白い
eye, 目
touch, タッチ
guide, 案内する
jump, 跳躍する
daughter, 娘
red, 赤い
married, 結婚している
property, 所有物
separate, 分かれた
physical, 物理的
connection, 結びつき
branch, 枝
slip, すべる
wide, 幅広い
price, 価格
violent, 暴力的
old, 古い
like, 同じような
profit, 得する
nation, 国家
amusement, 楽しみ
color, 色合い
together, 同時に
potato, ジャガイモ
through, から
opinion, 意見
quality, 品質
crack, ひびわれる
twist, ひねる
bulb, 球状のもの
flat, フラット
debt, 負債
root, 根っこ
last, 臨終の
comb, クシ
frame, 骨組み
summer, 夏
dirty, 汚れた
play, 遊ぶ
day, 昼間
among, ～の間に
farm, 農場
sail, 帆
where, 場所
substance, 物質
fowl, 家禽
shut, 閉じた
oven, 天火
instrument, 器具
possible, ありうる
leaf, 葉っぱ
snake, ヘビ
map, 地図
cup, コップ
chin, アゴ
brick, ブロック
lip, くちびる
wine, ワイン
stiff, こわばった
care, 整備
adjustment, 手直し
structure, 構造
language, 言語
disease, 不快な状態
to, ～へ
skin, ひふ
or, または
front, 正面
side, 片面
force, 勢い
waiting, 待ち時間
cat, ネコ
male, 男性
grip, 取っ手
kick, 蹴り
sound, 鳴る
by, ～のそばで
water, 水
fire, 焼く
use, 使う
north, 北
garden, 庭いじりをする
pig, ぶた
gun, 銃
bath, 入浴
cart, カート
well, よく
month, 月
rub, こする
tooth, 歯
animal, 動物
cruel, 無情な
clean, きれいな
law, 法律
grain, 穀物
disgust, 吐き気を催させる
foolish, おろかな
medical, 医療
edge, 刃
death, 絶命
throat, のど
green, 緑色の
ready, 準備のできた
brush, ブラシ
rest, 休む
military, 軍事的な
suggestion, 提案
fork, フォーク
discovery, 発見
pump, 注入する
scissors, はさみ
young, 若い
foot, 足
hospital, 病院
full, いっぱいの
industry, 産業
late, 遅れた
cook, 炊事する
again, さらに
comparison, 比較
land, 土地
sort, 分類する
muscle, 筋肉
reading, 読み取り
office, オフィス
form, 形姿
small, 小さい
feeling, 感じ
silver, 銀
hour, 時間
mountain, 山
distance, 引き離す
quite, すっかり
rhythm, リズム
sock, ぶん殴る
idea, 着想
sun, 太陽
receipt, 受取り
increase, 増やす
very, とても
peace, 和平
oil, オイル
keep, 保つ
brown, 茶色い
religion, 信仰
nail, つめ
support, 支える
father, 父親
low, 低い
cough, せき
example, 見本
monkey, さる
second, 第2に
berry, ベリー
whistle, 口笛
have, 持っている
mobile, モバイル
push, 押す
shame, 恥
orange, オレンジがかった
comfort, 快適
hearing, 聞くこと
owner, 持主
limit, 制約
private, 秘密の
blow, 吹く
wound, 負傷
ring, 鳴り響く
be, ある
on, うえに
meat, 肉
waste, 浪費する
theory, 理論
