Eng,Ja
deep, 深い
pump, 注入する
example, 見本
position, 場所
crush, 壊れる
boot, ブーツ
ice, 氷
fruit, くだもの
way, 道
sand, 砂
finger, 指
room, 部屋
sea, 海
but, しかし
range, 範囲
paint, 色つけ
band, しばるもの
skirt, スカート
interest, 気晴らし
religion, 信仰
secretary, 事務官
map, 地図
ray, 光線
substance, 物質
true, 正確な
as, 同じように
berry, ベリー
space, スペース
drink, 飲む
silver, 銀
competition, 競争
burst, 爆発
well, よく
again, さらに
bright, 明々と
yesterday, 昨日
approval, 賛成
smell, においがする
automatic, 自動的な
steel, 鋼鉄
door, 扉
milk, 牛乳
shade, 影
let, させる
floor, 床
limit, 制約
need, 動機
conscious, 気づいて
father, 父親
effect, 結果
coat, コート
oven, 天火
hat, 帽子
please, 喜ばせる
death, 絶命
loose, なまけた
expert, 専門家
sticky, 粘っこい
before, 先に
music, ミュージック
thumb, おやゆび
cook, 炊事する
hook, 鉤
flight, 飛行
spade, スペード
industry, 産業
back, 以前に
ticket, チケット
last, 臨終の
chance, 賭け
join, 交わる
pain, 痛み
worm, 虫
voice, 声
put, 置く
fish, 魚
jelly, ゼリー化する
fowl, 家禽
payment, 入金
loud, うるさい
cake, ケーキ
chain, くさり
talk, 話す
good, 良い
library, ライブラリ
come, 訪れる
cup, コップ
stop, ストップ
brush, ブラシ
when, 時期
direction, 舵取り
language, 言語
plant, 植物
sock, ぶん殴る
sister, 姉妹
ball, 球
ear, 耳
brake, 歯止め
knot, 結ぶ
key, 鍵
tin, スズ
ready, 準備のできた
morning, 朝
insect, 虫
cotton, 綿
servant, 使用人
hanging, つりさげ
discussion, 話し合い
statement, 述べる
broken, 壊れた
around, 周りに
process, 過程
month, 月
look, 見える
war, 戦争
note, 記録
turn, 回転させる
baby, ベビー
slow, 遅い
goat, 山羊
body, 本体
bee, 蜂
slip, すべる
breath, 呼吸
stage, 区間
will, するつもりだ
egg, 卵
trade, 交換
authority, 権威
judge, 判断する
apple, リンゴ
angry, 怒った
discovery, 発見
false, 間違った
winter, 冬
woman, 女性
late, 遅れた
sleep, 眠る
snake, ヘビ
country, 国家
impulse, 衝動
crime, 犯罪
possible, ありうる
cord, ひも
smile, ほほ笑む
up, 上方へ
answer, 答える
serious, まじめな
place, 場所
wrong, 不正確な
rhythm, リズム
safe, 安全な
receipt, 受取り
clear, 明るい
condition, 条件
why, 理由
yes, 肯定的な返答
monkey, さる
left, 左の
heat, 暖める
skin, ひふ
where, 場所
story, 物語
birth, 生みだす
root, 根っこ
loss, 敗北
agreement, 協定
cloud, 雲
ring, 鳴り響く
exchange, 取り替える
glove, 手袋
drop, しずく
future, 未来の形容詞】
east, 東
kiss, くちづけ
flower, 花を咲かす
stick, ステッキ
song, 歌
credit, 信用
salt, 塩
care, 整備
button, ボタン
debt, 負債
amount, 量
full, いっぱいの
now, 今
while, 期間
mist, 霧
house, 家
station, 駅
star, 星
see, 見る
value, 価値
love, 愛情
tree, 木
opinion, 意見
addition, 付け足し
weight, 重さ
cause, 原因
tooth, 歯
sneeze, くしゃみをする
protest, 断言する
pencil, 鉛筆
tired, 疲れた
produce, 生産する
jump, 跳躍する
verse, 詩節
sky, 空
fold, 折りたたむ
arch, カーブ
wash, 洗う
number, 数
watch, 時計
smash, 打ち付ける
data, データ
head, アタマ
grip, 取っ手
sudden, 急激
growth, 成長
beautiful, 美しい
comfort, 快適
poison, 毒
swim, 泳ぎ
knowledge, 知識
kick, 蹴り
past, 通り越して
warm, 暖める
division, 分割
financial, 財務上の
news, ニュース
use, 使う
hate, うらむ
pen, ペン
attack, 攻める
cry, めそめそする
feather, 羽
foot, 足
change, 変質
rod, 棒
clock, 計時
brick, ブロック
shirt, シャツ
education, 教育
frequent, よくある
hearing, 聞くこと
strong, 力強い
mind, 気持ち
foolish, おろかな
detail, 詳しく述べる
sign, 記号
fear, 恐怖
mother, 母親
table, テーブル
work, 労働
dark, 暗い
after, ～の後に
on, うえに
belief, 印象
money, 硬貨
bucket, バケツ
fat, 太った
ink, インク
curve, 曲がる
waiting, 待ち時間
round, まるい
leaf, 葉っぱ
sex, 性別
night, 夜
manager, 管理職
seem, 見える
accordingto, ～によれば
stretch, 伸張
man, 人間
wide, 幅広い
shut, 閉じた
edge, 刃
advertisement, アド
tomorrow, あす
act, 行動する
town, 町
end, 終える
president, 大統領
near, ほぼ
kind, 親切な
meeting, 集まり
other, ほかの
account, 説明
together, 同時に
fly, 飛ぶ
request, 要求
over, 上の方に
chest, むね
invention, 考案
fact, 事実
do, する
regret, 惜しむ
error, 間違い
distance, 引き離す
sound, 鳴る
international, 国際的な
machine, 機械
dress, 衣服
chief, 主要な
argument, 議論
information, 情報
meat, 肉
cushion, クッション
frame, 骨組み
behaviour, 行儀
peace, 和平
cheese, チーズ名詞】
expansion, 引き伸ばし
spring, 春
desire, 欲しがる
carriage, 乗り物
wing, つばさ
green, 緑色の
mine, 私の
square, 四角
whip, むち打ち
drawer, 引き出し
name, 名前
separate, 分かれた
though, だが
stem, 茎
punishment, 処罰
color, 色合い
great, 偉大な
respect, 尊敬
stomach, 胃
stocking, ストッキング
instrument, 器具
touch, タッチ
attempt, 試みる
violent, 暴力的
make, 作る
there, そこに
wire, 針金
attention, 注意
mark, 目印
stone, 石
low, 低い
doubt, 怪しむ
umbrella, かさ
to, ～へ
across, 横切った
thread, 糸
tendency, 傾向
net, ネット
cruel, 無情な
orange, オレンジがかった
wax, ロウ
then, それから
pocket, 懐中
give, あたえる
thin, 痩せた
plate, 平皿
board, 板
thunder, 雷
dry, 乾いた
be, ある
trousers, ズボン
cart, カート
down, 下に
quality, 品質
representative, 代表する
medical, 医療
art, 芸術
kettle, 湯わかし
quick, 素早い
among, ～の間に
private, 秘密の
almost, ほぼ
taste, 味覚
wheel, 車輪
economic, 経済
hollow, 空っぽな
responsible, 責任がある
face, 顔
seed, たね
earth, 地球
forward, 前に
profit, 得する
even, 均等な
damage, そこなう
son, 息子
unit, 単一体
mixed, まざった
world, 世界
quiet, 静かな
ant, アリ
electric, 電気の
snow, 雪が降る
shake, 振る
sad, 残念な
physical, 物理的
card, カード
already, すでに
sharp, するどい
reason, 推論
shelf, 棚
water, 水
idea, 着想
cat, ネコ
force, 勢い
between, 中間に
black, 黒い
go, 行く
how, 方法
list, 挙げる
government, 統治すること
potato, ジャガイモ
pin, ピン
grain, 穀物
balance, バランスをとる
little, わずか
observation, 観測
rule, ルール
help, 助ける
paper, 紙
fall, 落ちる
necessary, 必然的
bad, ひどい
awake, 覚めた
political, 政治的な
development, 発展
bridge, 橋
right, 正確な
degree, レベル
point, 点
measure, 計測する
hard, 必死に
prose, 散文
store, 商店
old, 古い
neck, 首
every, あらゆる
garden, 庭いじりをする
building, 建設
first, 最初に
wine, ワイン
and, ～と
comparison, 比較
solid, 固体の
angle, 角度
theory, 理論
destruction, 撃滅
rain, 雨が降る
page, ページ
roll, 転がる
so, 現に
waste, 浪費する
screw, ねじる
heart, こころ
writing, 作文
engine, エンジン
walk, 歩く
able, 可能な
second, 第2に
hole, 穴
clean, きれいな
humor, ユーモア
air, 空気
chemical, 化学的な
cultivate, 耕す
basket, かご
time, 時
cough, せき
boy, 男の子
blue, 青い
blow, 吹く
silk, 絹糸
twist, ひねる
till, ～まで
window, ウィンドウ
sponge, スポンジ
view, 視野
disease, 不快な状態
out, 外に
society, 世界
hour, 時間
camera, カメラ
picture, 絵
print, 印刷
into, (入った)中に
if, もしも
mouth, 口
fixed, 固定した
nuts, 木の実
word, 言葉
boiling, 煮えた
different, 変わった
liquid, 液体
memory, 記憶
push, 押す
soup, スープ
self, 自分
sugar, さとう
hospital, 病院
brain, 頭脳
island, 島
existence, 存在
land, 土地
minute, 分
only, ただひとり
whistle, 口笛
white, 白い
driving, 運転
north, 北
parcel, 小包
say, 言う
rest, 休む
tight, 窮屈な
trick, いたずら
harbor, 港
lead, 導く
collar, エリ
experience, 経験
shock, ショック
thought, 思索
bitter, 苦い
vessel, 容器
female, 牝
free, 自由な
metal, メタリック
price, 価格
small, 小さい
start, 開始
move, 動く
rice, おコメ
week, 週
cheap, 安上がりな
or, または
gun, 銃
thick, 濃い
reward, 報いる
cold, 冷たい
copy, コピー
play, 遊ぶ
tax, 課税
base, 基礎づける
reaction, 反応
ship, 船
muscle, 筋肉
book, 本
field, 野原
married, 結婚している
sweet, 優しい
common, 共通の
happy, しあわせな
company, 付添い
cut, カットされた
wound, 負傷
line, 線
dependent, 依存した
complex, 複雑な
parallel, 平行な
day, 昼間
open, 開いた
here, ここに
lock, かぎ
dead, 枯れた
side, 片面
narrow, せまい
ornament, 装飾
bit, かけら
send, 送る
fiction, 作り話
have, 持っている
opposite, 向かい合わせの
some, いくつかの
letter, 便り
pipe, パイプ
probable, ありそうな
copper, 銅
may, してもいい
bone, 骨
nose, 鼻
nerve, 神経
mountain, 山
by, ～のそばで
young, 若い
dear, 親愛な
healthy, 健康な
pig, ぶた
polish, 磨る
lift, 持ち上げる
river, 川
military, 軍事的な
still, 静かな
distribution, 配布
church, 教会
acid, すっぱい
such, こんな
group, 集まり
long, 長い
eye, 目
dust, 散らかす
iron, 鉄
present, 現在の
cow, 牛
structure, 構造
gray, 灰色の
strange, 奇妙な
flag, 旗
animal, 動物
yellow, 黄色い
elastic, 弾力のある
hope, 実現させたいと願う
bent, まがった
office, オフィス
like, 同じような
insurance, 保険
mobile, モバイル
market, 市場
off, ～から離れて
quite, すっかり
living, 生きている
glass, ガラス
poor, 貧乏な
summer, 夏
wall, カベ
high, 高い
smoke, 煙を出す
stiff, こわばった
tray, お盆
blade, 刃物
fork, フォーク
bag, ふくろ
family, 家族
nail, つめ
