Eng,Ja
dress, 衣服
ship, 船
development, 発展
power, 力
see, 見る
cultivate, 耕す
new, 新しい
stocking, ストッキング
under, ～の下に
knot, 結ぶ
journey, 旅行
same, 同じ
fertile, 肥えた
tooth, 歯
weight, 重さ
liquid, 液体
last, 臨終の
surprise, 驚き
discovery, 発見
off, ～から離れて
experience, 経験
exchange, 取り替える
against, 反抗して
measure, 計測する
crime, 犯罪
quite, すっかり
normal, 正常な
muscle, 筋肉
grain, 穀物
street, ストリート
request, 要求
carriage, 乗り物
credit, 信用
horn, 角
pipe, パイプ
with, いっしょに
sand, 砂
invention, 考案
support, 支える
bell, ベル
pot, つぼ
healthy, 健康な
range, 範囲
dirty, 汚れた
probable, ありそうな
expert, 専門家
attention, 注意
political, 政治的な
board, 板
transport, 運輸
rule, ルール
gray, 灰色の
seed, たね
straight, まっすぐな
wall, カベ
because, なぜなら
tray, お盆
form, 形姿
front, 正面
mine, 私の
produce, 生産する
room, 部屋
increase, 増やす
birth, 生みだす
cup, コップ
smash, 打ち付ける
book, 本
place, 場所
cheese, チーズ名詞】
nation, 国家
behaviour, 行儀
motion, 動き
arm, 武装
accordingto, ～によれば
slope, 傾ける
fall, 落ちる
lip, くちびる
common, 共通の
boat, 小船
blue, 青い
payment, 入金
keep, 保つ
camera, カメラ
respect, 尊敬
paper, 紙
idea, 着想
porter, 運搬人
brush, ブラシ
expansion, 引き伸ばし
hearing, 聞くこと
no, いいえ
gun, 銃
pocket, 懐中
answer, 答える
meeting, 集まり
between, 中間に
doubt, 怪しむ
may, してもいい
female, 牝
damage, そこなう
mark, 目印
offer, 提供する
church, 教会
ink, インク
frequent, よくある
any, なんらか
tomorrow, あす
than, ～よりも
quick, 素早い
down, 下に
direction, 舵取り
bird, 鳥
point, 点
earth, 地球
government, 統治すること
garden, 庭いじりをする
fat, 太った
brown, 茶色い
north, 北
sex, 性別
wine, ワイン
rub, こする
middle, 中位
prose, 散文
meat, 肉
belief, 印象
knowledge, 知識
time, 時
eye, 目
bee, 蜂
degree, レベル
war, 戦争
together, 同時に
swim, 泳ぎ
walk, 歩く
summer, 夏
financial, 財務上の
from, ～から
memory, 記憶
price, 価格
sea, 海
top, てっぺん
library, ライブラリ
band, しばるもの
sock, ぶん殴る
frame, 骨組み
change, 変質
cold, 冷たい
name, 名前
ever, つねに
fork, フォーク
attraction, 魅力
field, 野原
loss, 敗北
face, 顔
jewel, 宝石
finger, 指
old, 古い
shade, 影
color, 色合い
drop, しずく
heart, こころ
certain, 確かな
event, できごと
store, 商店
natural, 自然な
guide, 案内する
forward, 前に
condition, 条件
letter, 便り
awake, 覚めた
wound, 負傷
necessary, 必然的
building, 建設
whip, むち打ち
ball, 球
flight, 飛行
kiss, くちづけ
why, 理由
parallel, 平行な
connection, 結びつき
be, ある
tight, 窮屈な
low, 低い
regret, 惜しむ
cloth, 生地
breath, 呼吸
cotton, 綿
medical, 医療
slip, すべる
play, 遊ぶ
cat, ネコ
apple, リンゴ
mouth, 口
rat, ネズミ
like, 同じような
school, 学校
rest, 休む
slow, 遅い
bite, かみつく
dependent, 依存した
around, 周りに
thunder, 雷
late, 遅れた
rice, おコメ
broken, 壊れた
soft, 柔らかな
clean, きれいな
soap, せっけん
loose, なまけた
equal, 等しい
foot, 足
automatic, 自動的な
copy, コピー
there, そこに
responsible, 責任がある
fowl, 家禽
thing, モノ
work, 労働
organization, 設立
sleep, 眠る
arch, カーブ
